ID,FR,GB,PT,NL,DE
text_temp_piscine_init_centre_defaut,0.0,New Text,New Text,New Text,New Text
text_temp_centre_defaut,<Value>°C,<Value>,<Value>,<Value>,<Value>
text_temp_temp_init_centre_defaut,0.0,New Text,New Text,New Text,New Text
text_temp_zone_1_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_temp_zone_1_init_centre_defaut,0.0,New Text,New Text,New Text,New Text
text_temp_zone_2_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_temp_zone_2_init_centre_defaut,0.0,New Text,New Text,New Text,New Text
text_accueil_ecs_centre_defaut,Chauffe-eau,Water heater,Sanitária água,Chauffe-eau,Chauffe-eau
text_accueil_piscine_centre_defaut,Piscine,Pool,Piscina,Piscine,Piscine
text_accueil_zone_1_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_accueil_zone_1_init_centre_defaut,Zone 1,Zone 1,Zone 1,Zone 1,Zone 1
text_accueil_zone_2_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_accueil_zone_2_init_centre_defaut,Zone 2,Zone 2,Zone 2,Zone 2,Zone 2
text_shunt_tempo_on_maintenance_centre_defaut,Shunt tempo,Shunt tempo,Tempo desvio,Shunt tempo,Shunt tempo
text_shunt_tempo_off_maintenance_centre_defaut,Shunt tempo,Shunt tempo,Tempo desvio,Shunt tempo,Shunt tempo
text_test_composants_maintenance_centre_defaut,"Test
composants","Test
components","Teste
componentes","Test
composants","Test
composants"
text_derogation_pression_off_maintenance_centre_defaut,"Dérogation
pression","Exemption
pressure","Isenção
pressão","Dérogation
pression","Dérogation
pression"
text_derogation_pression_on_maintenance_centre_defaut,"Dérogation
pression","Exemption
pressure","Isenção
pressão","Dérogation
pression","Dérogation
pression"
text_test_pac_maintenance_centre_defaut,Test PAC,HP test,Teste PAC,Test PAC,Test PAC
text_historique_defauts_maintenance_centre_defaut,"Historique
des défauts","Historical
faults","Histórico
falhas, panes","Historique
des défauts","Historique
des défauts"
text_synoptique_maintenance_centre_defaut,Synoptique,Synoptic,Sinóptico,Synoptique,Synoptique
text_redemarrer_pac_maintenance_centre_defaut,"Redémarrer sa
PAC","Restart your
HP","Reinicie o seu
BONÉ","Redémarrer sa
PAC","Redémarrer sa
PAC"
text_modif_code_maintenance_centre_defaut,"Modifier le
code d'accès","Edit the
access code","Edite o
Código de acesso","Modifier le
code d'accès","Modifier le
code d'accès"
text_raz_histo_erreur_maintenance_centre_defaut,"RAZ histo
erreur","Reset history
error","Redefinir histórico
erro","RAZ histo
erreur","RAZ histo
erreur"
text_variables_systemes_maintenance_centre_defaut,"Variables
système","Variables
system","Variáveis
sistema","Variables
système","Variables
système"
text_fonction_avances_maintenance_centre_defaut,"Fonctions
avancés","Functions
advances","Funções
avanços","Fonctions
avancés","Fonctions
avancés"
text_derogation_pression_maintenance_centre_defaut,"Dérogation
pression","Exemption
pressure","Isenção
pressão","Dérogation
pression","Dérogation
pression"
text_taux_humidite_eleve,Taux Humidité Elevé,New Text,New Text,New Text,New Text
text_normal,Normal,New Text,New Text,New Text,New Text
text_parametres_avances_titre,Paramètres Avancés,New Text,New Text,New Text,New Text
text_vitesse_pompe_de_puits,Vitesse de la pompe de puits,New Text,New Text,New Text,New Text
text_courbe_loi_eau_centre_large,Courbe loi d'eau,New Text,New Text,New Text,New Text
text_config_install_hydrau_centre_large,Configuration de votre installation,New Text,New Text,New Text,New Text
text_regul_esclave_centre_defaut,Esclave,New Text,New Text,New Text,New Text
text_regul_externe_centre_defaut,Externe,New Text,New Text,New Text,New Text
text_regul_multi_zones_centre_defaut,Multi-zones,New Text,New Text,New Text,New Text
text_regul_2_zones_centre_defaut,Ballon tampon 2 zones,New Text,New Text,New Text,New Text
text_hysteresis_ext_centre_defaut,Hystérésis sonde extérieure,Hysteresis DHW probe,Sonda de histerese para AQS,Hysteresis sonde ECS,Hysteresis sonde ECS
text_temp_ext_equilibre_titre_centre_defaut,Température extérieure d'équilibre,Maximum thermodynamic cycle duration or deactivate the function,Duração máxima do ciclo termodinâmico ou desativação da função,Durée du cycle thermodynamique max ou désactiver la fonction,Durée du cycle thermodynamique max ou désactiver la fonction
text_temp_ext_equilibre_value_centre_defaut,0.0,New Text,New Text,New Text,New Text
text_si_defaut_pac_centre_defaut,En cas de défaut PAC,DHW loop,Ciclo de AQS,Bouclage ECS,Bouclage ECS
text_releve_centre_defaut,Relève,New Text,New Text,New Text,New Text
text_gestion_chaudiere_centre_defaut,Gestion chaudière ?,Maximum thermodynamic cycle duration or deactivate the function,Duração máxima do ciclo termodinâmico ou desativação da função,Durée du cycle thermodynamique max ou désactiver la fonction,Durée du cycle thermodynamique max ou désactiver la fonction
text_chaudiere_centre_defaut,Chaudière,New Text,New Text,New Text,New Text
text_appoint_chauffage_centre_defaut,Appoint chauffage ?,Maximum thermodynamic cycle duration or deactivate the function,Duração máxima do ciclo termodinâmico ou desativação da função,Durée du cycle thermodynamique max ou désactiver la fonction,Durée du cycle thermodynamique max ou désactiver la fonction
config_install_hydraulique_centre_defaut,"Configuration
installation
hydraulique",New Text,New Text,"Configuration
installation
hydraulique","Configuration
installation
hydraulique"
param_freecooling_on_centre_defaut,"Paramètres
freecooling",New Text,New Text,"Paramètres
freecooling","Paramètres
freecooling"
param_freecopoling_off_centre_defaut,"Paramètres
freecooling",New Text,New Text,"Paramètres
freecooling","Paramètres
freecooling"
param_circ_capt_on_centre_defaut,"Paramètres
circuit
captage",New Text,New Text,"Paramètres
circuit
captage","Paramètres
circuit
captage"
param_circ_capt_off_centre_defaut,"Paramètres
circuit
captage",New Text,New Text,"Paramètres
circuit
captage","Paramètres
circuit
captage"
param_circ_prim_on_centre_defaut,"Paramètres
circuit
primaire",New Text,New Text,"Paramètres
circuit
primaire","Paramètres
circuit
primaire"
param_circ_prim_off_centre_defaut,"Paramètres
circuit
primaire",New Text,New Text,"Paramètres
circuit
primaire","Paramètres
circuit
primaire"
config_hydrau_rapide_centre_defaut,"Configuration
hydraulique
rapide",New Text,New Text,"Configuration
hydraulique
rapide","Configuration
hydraulique
rapide"
mode_ecs_off_centre_defaut,"Mode
chauffe-eau",New Text,New Text,"Mode
chauffe-eau","Mode
chauffe-eau"
mode_ecs_on_centre_defaut,"Mode
chauffe-eau",New Text,New Text,Mode chauffe-eau,Mode chauffe-eau
historique_defauts_usine_centre_defaut,"Historique
des défauts",New Text,New Text,"Historique
des défauts","Historique
des défauts"
param_avances_centre_defaut,"Paramètres
avancés",New Text,New Text,"Paramètres
avancés","Paramètres
avancés"
raz_config_centre_defaut,RAZ config,New Text,New Text,RAZ config,RAZ config
modif_code_acces_centre_defaut,"Modifier le
code d'accès",New Text,New Text,"Modifier le
code d'accès","Modifier le
code d'accès"
text_wattmetre_centre_defaut,Wattmètre,New Text,New Text,Wattmètre,Wattmètre
wattmetre_on_centre_defaut,Wattmètre,New Text,New Text,Wattmètre,Wattmètre
text_mise_chauffe_dalle_centre_defaut,"Mise en chauffe
dalle",New Text,New Text,"Mise en chauffe
dalle","Mise en chauffe
dalle"
mode_piscine_on_centre_defaut,Mode piscine,New Text,New Text,Mode piscine,Mode piscine
mode_piscine_off_centre_defaut,Mode piscine,New Text,New Text,Mode piscine,Mode piscine
config_in_out_carte_reg_centre_defaut,"Configuration
in/out
carte REG",New Text,New Text,"Configuration
in/out
carte REG","Configuration
in/out
carte REG"
text_titre_mise_chauffe_dalle_centre_defaut,Mise en chauffe dalle,New Text,New Text,"Mise en chauffe
dalle","Mise en chauffe
dalle"
text_suivi_energies_centre_large,Suivi des énergies,New Text,New Text,New Text,New Text
text_annee_en_cours_centre_defaut,Année en cours,New Text,New Text,New Text,New Text
text_depuis_mise_en_service_centre_defaut,Depuis la mise en service,New Text,New Text,New Text,New Text
text_cumul_partiel_centre_defaut,Cumul partiel,New Text,New Text,New Text,New Text
text_cumul_produites_centre_large,Cumul produites,New Text,New Text,New Text,New Text
text_cumul_consommees_centre_large,Cumul consommées,New Text,New Text,New Text,New Text
text_histo_consommees_centre_large,Histo consommées,New Text,New Text,New Text,New Text
text_histo_produites_centre_large,Histo produites,New Text,New Text,New Text,New Text
text_wh_centre_defaut,Wh,New Text,New Text,New Text,New Text
text_energies_decembre_centre_defaut,Dec,New Text,New Text,New Text,New Text
text_energies_novembre_centre_defaut,Nov,New Text,New Text,New Text,New Text
text_energies_octobre_centre_defaut,Oct,New Text,New Text,New Text,New Text
text_energies_septembre_centre_defaut,Sep,New Text,New Text,New Text,New Text
text_energies_aout_centre_defaut,Aou,New Text,New Text,New Text,New Text
text_energies_juillet_centre_defaut,Juil,New Text,New Text,New Text,New Text
text_energies_juin_centre_defaut,Juin,New Text,New Text,New Text,New Text
text_energies_mai_centre_defaut,Mai,New Text,New Text,New Text,New Text
text_energies_avril_centre_defaut,Avr,New Text,New Text,New Text,New Text
text_energies_mars_centre_defaut,Mar,New Text,New Text,New Text,New Text
text_energies_fevrier_centre_defaut,Fev,New Text,New Text,New Text,New Text
text_heures_gauche_defaut,Heures,New Text,New Text,New Text,New Text
text_jours_gauche_defaut,Jours,New Text,New Text,New Text,New Text
text_donnees_non_contract_centre_defaut,"Données non contractuelles
Consommation des appoints : estimation calculée
pour une tension de 230V/400V","Non-contractual data
Consumption of top-ups: calculated estimate
for a voltage of 230V/400V
","Dados não contratuais
Consumo de recargas: estimativa calculada
para uma tensão de 230V/400V","Données non contractuelles
Consommation des appoints : estimation calculée
pour une tension de 230V/400V","Données non contractuelles
Consommation des appoints : estimation calculée
pour une tension de 230V/400V"
histo_prod_text_centre_defaut,Histo produites,Histo product,História produzida,Histo produites,Histo produites
cumul_prod_text_centre_defaut,"Cumul
produites",Cumul product,"Cumulativo
produzido","Cumul
produites","Cumul
produites"
histo_conso_text_centre_defaut,"Histo
consommées",Histo used,"História
consumido
","Histo
consommées","Histo
consommées"
cumul_conso_text_centre_defaut,"Cumul
consommées",cumul used,"Cumulativo
consumido
","Cumul
consommées","Cumul
consommées"
text_mz_carte_REG_centre_defaut,REG,New Text,New Text,New Text,New Text
text_sous_station_centre_defaut,Sous-station,New Text,New Text,New Text,New Text
text_parametrage_groupes_eau_centre_large,Paramétrage des groupes d'eau,New Text,New Text,New Text,New Text
text_regroupement_zones_centre,Regroupement de Zones,New Text,New Text,New Text,New Text
text_multizones_zone_7_init_centre_defaut,Zone 7,Zone 7,Zone 7,Zone 7,Zone 7
text_multizones_zone_7_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_multizones_zone_6_init_centre_defaut,Zone 6,Zone 6,Zone 6,Zone 6,Zone 6
text_parametrage_zones_centre,Paramétrage des zones,New Text,New Text,New Text,New Text
text_multizones_zone_6_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_multizones_zone_5_init_centre_defaut,Zone 5,Zone 5,Zone 5,Zone 5,Zone 5
text_multizones_zone_5_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_multizones_zone_4_init_centre_defaut,Zone 4,Zone 4,Zone 4,Zone 4,Zone 4
text_multizones_zone_4_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_multizones_zone_3_init_centre_defaut,Zone 3,Zone 3,Zone 3,Zone 3,Zone 3
text_multizones_zone_3_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_multizones_zone_2_init_centre_defaut,Zone 2,Zone 2,Zone 2,Zone 2,Zone 2
text_multizones_zone_2_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_multizones_zone_1_init_centre_defaut,Zone 1,Zone 1,Zone 1,Zone 1,Zone 1
text_multizones_zone_1_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_multizones_zone_8_init_centre_defaut,Zone 8,Zone 8,Zone 8,Zone 8,Zone 8
text_multizones_zone_8_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_choix_zones_centre_defaut,Choix de zone(s),Do you want to activate a heating override cycle?,Deseja ativar um ciclo de cancelamento de aquecimento?,Choix de zone(s),Choix de zone(s)
text_choix_zones_1_centre_defaut,Zone 1,Do you want to activate a heating override cycle?,Deseja ativar um ciclo de cancelamento de aquecimento?,Zone 1,Zone 1
text_choix_zones_2_centre_defaut,Zone 2,Do you want to activate a heating override cycle?,Deseja ativar um ciclo de cancelamento de aquecimento?,Zone 2,Zone 2
text_choix_zones_2_on_off_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_choix_zones_1_on_off_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_choix_zones_1_on_off_init_centre_defaut,Off,New Text,New Text,Off,Off
text_choix_zones_2_on_off_init_centre_defaut,Off,New Text,New Text,Off,Off
text_type_regul_centre_defaut,Type régulation,Duration of the exemption?,Duração da isenção?,Type régulation,Type régulation
text_valeur_type_regul_centre_defaut,<value>,<value>,<value>,<value>,<value>
text_valeur_type_regul_init_centre_defaut,Directe,New Text,New Text,Directe,Directe
text_valeur_type_emet_z1_centre_defaut,<value>,<value>,<value>,<value>,<value>
text_valeur_type_emet_z1_init_centre_defaut,Plancher,New Text,New Text,Plancher,Plancher
text_type_emet_z1_centre_defaut,Type d'émetteur de la zone,Duration of the exemption?,Duração da isenção?,Type d'émetteur de la zone,Type d'émetteur de la zone
text_valeur_type_emet_z2_centre_defaut,<value>,<value>,<value>,<value>,<value>
text_valeur_type_emet_z2_init_centre_defaut,Plancher,New Text,New Text,Plancher,Plancher
text_type_emet_z2_centre_defaut,Type d'émetteur de la zone,Duration of the exemption?,Duração da isenção?,Type d'émetteur de la zone,Type d'émetteur de la zone
text_circulateur_pilotes_gauche_defaut,Nécessite l'utilisation de circulateurs pilotés,New Text,New Text,Nécessite l'utilisation de ciruclateurs pilotés,Nécessite l'utilisation de ciruclateurs pilotés
text_courbe_loi_deau_z1_centre_defaut,Courbe de loi d'eau,New Text,New Text,Courbe de loi d'eau,Courbe de loi d'eau
text_courbe_loi_deau_z2_centre_defaut,Courbe de loi d'eau,New Text,New Text,Courbe de loi d'eau,Courbe de loi d'eau
text_oui_raf_z1_centre_defaut,Oui,Yes,Sim,Oui,Oui
text_non_raf_z1_centre_defaut,Non,No,Não,Non,Non
text_question_raf_z1_centre_defaut,Voulez-vous activer le rafraichissement de la zone ?,New Text,New Text,Voulez-vous activer le rafraichissement de la zone ?,Voulez-vous activer le rafraichissement de la zone ?
text_question_raf_z2_centre_defaut,Voulez-vous activer le rafraichissement de la zone ?,New Text,New Text,Voulez-vous activer le rafraichissement de la zone ?,Voulez-vous activer le rafraichissement de la zone ?
text_non_raf_z2_centre_defaut,Non,No,Não,Non,Non
text_oui_raf_z2_centre_defaut,Oui,Yes,Sim,Oui,Oui
text_temp_raf_z2_centre_defaut,Température départ d'eau,Duration of the exemption?,Duração da isenção?,Température départ d'eau,Température départ d'eau
text_valeur_temp_raf_z2_centre_defaut,<value>,<value>,<value>,<value>,<value>
text_valeur_temp_raf_z1_centre_defaut,<value>,<value>,<value>,<value>,<value>
text_temp_raf_z1_centre_defaut,Température départ d'eau,Duration of the exemption?,Duração da isenção?,Température départ d'eau,Température départ d'eau
text_associer_association_z1_centre_defaut,Associer,No,Não,Associer,Associer
text_association_z1_centre_defaut,"Associer la sonde
Zone 1",New Text,New Text,"Associer la sonde
Zone 1","Associer la sonde
Zone 1"
